Species1	Species2	Distance
NITGG	ECHTE	1.24168
ATETH	DAPPU	1.15499
LOXAF	PHYIT	1.08125
NAEGR	MAIZE	1.09015
ACYPI	FELCA	0.86794
PSEP1	OSTLU	1.12451
OSTLU	NOMLE	1.04367
LEPMJ	VITVI	1.22747
GUITH	TRIAD	1.08129
SARHA	MYCMG	1.26427
THEEB	CAEEL	1.23426
ACAM1	CLOTE	1.20217
MOUSE	NOMLE	0.17839
PLAF7	MICMU	1.12653
NEIG1	MANES	1.10654
NECHA	ASHGO	0.92389
CROS5	PIGXX	1.25122
RUTMC	GIBZA	1.12129
PIGXX	MONBE	0.98193
IGNH4	CHLT9	1.29448
ARCFU	OTOGA	1.24358
THEPD	TAKRU	1.28503
METFK	CAEEL	1.23631
METBF	MAGGR	1.26432
SACS2	NEIG1	1.38775
CROS5	COPPD	1.14413
SULMD	SORC5	1.16596
AILME	DANRE	0.51857
ANOCA	DANRE	0.53276
MARMM	ATETH	1.10744
ERIEU	PEDHC	0.82968
HALVD	NEUCR	1.28436
METLZ	BORPD	1.29683
SORAR	GIBZA	1.08724
CENSY	THEEB	1.20412
SPIPN	MONDO	1.01001
RUTMC	GADMO	1.14086
PYRHO	MANES	1.19336
RATNO	TUPBE	0.17105
EHRCJ	ACAM1	1.14718
METBF	PHYBL	1.24140
TUBMM	VERDA	0.73451
CAMC5	CYAME	1.06198
OCHPR	PHYBL	0.95719
RABIT	TAKRU	0.48021
AILME	LEPOC	0.43954
NITEU	PHYIT	1.12136
GIAIC	PIGXX	1.21323
ARCFU	TOXGO	1.14807
PROMA	PICST	1.15064
TREME	ACYPI	1.10260
METTH	NEMVE	1.22826
BDEBA	OSTLU	1.14171
KORCO	ANOGA	1.28825
LODEL	MAIZE	1.15588
SYNP6	BOVIN	1.15552
CAMC5	BRADI	1.13518
NEIG1	MARM1	0.89102
IGNH4	THEPD	0.96514
PYRNV	GIBZA	1.25388
CENSY	BRARP	1.18205
BRARP	MAIZE	0.55666
POSPM	CALJA	1.12368
ANOCA	XENTR	0.63826
MAGGR	SOLLC	1.21560
CANAW	SELML	1.20407
PLAF7	CRYNJ	1.08334
TRIV2	GUITH	1.05269
CHLP6	PHACH	1.17756
CRYPV	SORAR	1.02869
AMPQE	VERDA	1.10154
CHOHO	SCLS1	1.04331
IXOSC	DEBHA	1.14831
CROS5	LOTGI	1.28936
AGRFC	KLULA	1.19532
NITEU	PONAB	1.17209
CRYNJ	BOVIN	1.04282
CANLF	CIOIN	0.80197
GUITH	ANOGA	1.10346
ICTTR	TAKRU	0.49892
BRAFL	OCHPR	0.76062
SACS2	PROMA	1.35399
ACAM1	MACMU	1.25190
CLAM3	NITOC	1.15403
ENCCU	MAGGR	1.04832
SCHMA	ORYSJ	1.01188
THEPD	LACBI	1.25738
DICPU	COCLU	1.30615
METBF	CHOHO	1.27875
NOSA0	DICNV	1.07984
METKA	MICAN	1.22196
SACS2	NITGG	1.11025
PSEP1	MONBE	1.16096
AEDAE	CANAW	1.19652
CAUVC	ANOGA	1.23945
TURTR	YEAST	1.05607
ARCFU	NAEGR	1.22451
POSPM	SORAR	1.15732
DICNV	GUITH	1.12233
PHYPA	MYCMG	1.13968
TREME	LATCH	1.06170
COXBR	AMPQE	1.07386
METBF	PHYPA	1.16029
NITMS	CONWI	1.28816
PIGXX	RATNO	0.19857
PHACH	GADMO	1.06213
CAVPO	NECHA	1.18827
CAMC5	NEMVE	1.21889
PLAF7	YEAST	1.11250
BOMMO	ORNAN	0.84135
POSPM	ARATH	1.34825
TURTR	GIBZA	1.11213
GIAIC	PENCH	1.25405
CARRP	MUCCI	1.10882
PYRHO	COXBR	1.32184
MARMM	PRUPE	1.13357
PUCGT	ASHGO	0.95997
MYOLU	SOYBN	1.11542
METCA	DICPU	1.15410
NOSP7	PHYPA	1.00498
CENSY	XENTR	1.29260
OSTLU	SORAR	1.02221
CHLRE	PONAB	1.06274
PYRNV	METLZ	1.14025
PROMA	GADMO	1.21363
TUPBE	ASPFU	1.05186
THEKO	USTMA	1.21915
DICPU	NEMVE	1.16182
AEDAE	PHYBL	1.11504
CARRP	CRYPV	1.28798
CARRP	MEDTR	1.07139
PHACH	LOTGI	1.11997
MACEU	PHYPA	0.99832
MARM1	IXOSC	1.20882
SYNP6	CAMC5	1.14759
NEMVE	NECHA	1.19706
SYNJA	ECHTE	1.14269
GUITH	TRYB2	1.09280
CALMQ	IXOSC	1.32159
DICNV	APIME	1.21846
ARCFU	BDEBA	1.26251
CAMC5	ORYSJ	1.15352
TRYB2	TUBMM	1.19284
EHRCJ	LEIMA	1.15799
MUSPF	LOALO	0.93901
CROS5	TOXGO	1.13688
ANOGA	ORYSJ	1.24473
GIAIC	DANRE	1.21830
METJA	LEPOC	1.27187
THEEB	MAIZE	0.95377
THEEB	MEDTR	0.93511
THEEB	RHIOR	1.07264
DECAR	DICNV	0.90739
THEPD	AGRFC	1.31103
CENSY	AEDAE	1.28526
PYRNV	DAPPU	1.27609
PYRNV	DICNV	1.36712
NANEQ	APIME	1.21785
ACAM1	MAIZE	1.07857
ARCFU	MARMM	1.28708
LEIMA	SOLLC	1.14136
NITSB	VERDA	1.17637
ACAM1	SPIPN	1.16383
POSPM	ORNAN	1.17117
GEOSL	CANAW	1.19952
COCLU	AEDAE	1.30977
ORYLA	PHYBL	0.99390
MUSPF	ECHTE	0.16615
AILME	LOALO	0.93831
HORSE	PENCH	1.15895
DICPU	SCHMA	1.06324
NITMS	AERHH	1.32112
RHIOR	NOSCE	1.08373
NAEGR	BOMMO	1.11231
SULMD	DICNV	1.05260
SULNB	RHIOR	1.17386
SCHCO	USTMA	0.80132
RUTMC	SCLS1	1.09357
CALMQ	CALJA	1.29715
AGRFC	HAEI1	1.09529
ACAM1	HUMAN	1.26098
IXOSC	VERDA	1.14434
COCLU	DASNO	1.13700
HALVD	SCLS1	1.28385
GASAC	SORAR	0.47006
THEKO	IXOSC	1.25844
GUITH	CIOIN	1.10996
TRICA	ENCCU	1.10670
CAPO3	VITVI	1.09090
ERIEU	ICTTR	0.18094
PONAB	MAGGR	1.10237
CLAM3	OCHPR	1.24075
CHLP6	CRYPV	1.22433
PROMA	NECHA	1.17905
CHLP6	BRADI	1.08544
TOXGO	DASNO	1.03581
DECAR	NEIG1	0.68577
TOXGO	LOALO	1.04069
NITGG	CHLRE	1.18350
HALVD	CENSY	1.13175
DEIPM	CYAME	1.03333
APIME	XENTR	0.84314
ACYPI	RABIT	0.87691
CLOTE	RUTMC	1.12533
CAEEL	BRADI	1.24692
PHACH	TURTR	1.02828
NATPD	CANAW	1.29112
SYNAS	HETAN	1.19583
LATCH	ECHTE	0.41140
METFK	ACAM1	1.12748
COCLU	ARATH	1.28258
DICDI	ORNAN	1.14215
CHLT9	DESAS	1.15358
BATDE	IXOSC	1.00054
DESVV	CANAW	1.22782
DESAS	ORYLA	1.19948
SYNP6	GIAIC	1.22946
NITMS	LATCH	1.26438
HALVD	MACMU	1.27676
TRIEI	TRICA	1.29338
AMPQE	PHYBL	1.03924
ATETH	NOSP7	0.56393
SYNP6	AERHH	1.07548
CROS5	KLULA	1.17995
BOVIN	OCHPR	0.17607
EMIHU	MONBE	0.98177
METJA	MARM1	1.30019
PICTO	METS5	1.04052
ERIEU	PHYBL	0.95307
CANLF	SCLS1	1.06805
PYRNV	COXBR	1.31941
AEDAE	STRPU	0.94409
DROME	TAEGU	0.86631
NOMLE	SOYBN	1.11010
ANOCA	PHYBL	1.03326
METBF	METFK	1.23667
HUMAN	PIGXX	0.13631
CALJA	MAIZE	1.05691
SACS2	RABIT	1.30908
TARSY	LODEL	1.07466
ORNAN	MYCMG	1.30910
TRIV2	MOUSE	1.25449
PHACH	POPTR	1.26985
SETIT	NOSCE	1.14038
CLAM3	CHLP6	1.18166
METTH	HETAN	1.22626
HETAN	ANOGA	1.21590
TUPBE	DEBHA	1.05337
PHYIT	SOYBN	1.14794
DESVV	CAVPO	1.23914
NITSB	LEIMA	1.12774
BATDE	PELSI	0.98453
LOXAF	PIGXX	0.15444
DESAS	PROCA	1.18563
SCLS1	PICST	0.90479
ATETH	SCHPO	1.13487
HAEI1	MICMU	1.18748
BRARP	CHICK	1.14049
PUCGT	APIME	1.09525
ZYMMO	PONAB	1.21351
ARCFU	GLOVI	1.19385
CHLT9	HUMAN	1.19081
ACYPI	VITVI	1.22371
BATDE	FELCA	0.98563
DICNV	ANOGA	1.26812
HALVD	IXOSC	1.26924
MYOLU	TAKRU	0.49139
COXBR	CAVPO	1.21450
AMPQE	LEPOC	0.99438
LEIMA	ASPFU	1.14836
THEPD	MICMU	1.24447
PICST	NOSCE	1.08664
YARLI	BRADI	1.19368
PYRNV	SCHPO	1.24703
AZOPC	SCLS1	1.16820
CAUVC	IXOSC	1.18527
MACEU	MAIZE	1.06767
TRIV2	METS5	1.30422
SULMD	CARRP	1.12043
ACYPI	PHYIT	1.14825
HUMAN	PTEVA	0.12437
ZYMMO	ENCCU	1.33098
AEDAE	BOMMO	0.74469
CROS5	CARRP	1.18041
USTMA	MACEU	1.02988
CHLRE	MICMU	1.05994
GLOVI	CIOSA	1.27029
AZOPC	SCHCO	1.17400
TREME	SPIPN	0.91776
THEEB	DASNO	1.12467
AERPE	LOALO	1.23771
BOMMO	DIPOR	0.85707
METTH	COPCI	1.19347
GEOSL	COPPD	1.10978
TRYB2	SETIT	1.20478
SPIPN	ARATH	1.05323
CAMC5	ACYPI	1.25976
NATPD	CHLT9	1.33258
MARMM	MOUSE	1.19447
CAMC5	TRIAD	1.26037
PSEP1	CAVPO	1.25056
MARMM	METCA	0.99669
CALJA	HORSE	0.12956
DICNV	RATNO	1.20316
SCHCO	AMPQE	1.09698
ASPFU	VITVI	1.23586
DIPOR	CRYPA	1.09365
DIPOR	ORNAN	0.29905
LOALO	PHYIT	1.09478
NITEU	ASHGO	1.15604
COCLU	MYOLU	1.12741
NOSA0	CRYPV	1.22683
THEPD	SETIT	1.23387
SACS2	PYRHO	1.07702
ANOCA	ICTTR	0.38809
GIAIC	RABIT	1.21244
DICPU	PHYIT	1.17659
CRYNJ	ORYSJ	1.19416
BDEBA	DROME	1.20605
CLAM3	NOSA0	1.16220
KORCO	ARATH	1.26304
THEPD	AMPQE	1.25045
DESVV	HELRO	1.29705
COPPD	ASHGO	1.18420
FELCA	NASVI	0.85417
HAEI1	PRIPA	1.20539
METLZ	ORNAN	1.28107
SARHA	STRPU	0.84827
CARRP	ASHGO	1.21533
AEDAE	CYAME	1.05456
PANTR	GIBZA	1.12683
NAEGR	TRIAD	1.13111
BOMMO	RABIT	0.83835
CHLT9	OTOGA	1.20590
TRIV2	MICMU	1.20103
GEOSL	GASAC	1.22139
DICPU	LEIMA	1.14970
PYRHO	PSEP1	1.34506
NOSP7	MYCMG	1.18383
DEBHA	ORYSJ	1.25409
CAMC5	MONDO	1.24230
NOMLE	PELSI	0.31288
THEAC	ORYLA	1.34848
METKA	MEDTR	1.15414
DEIPM	TRIAD	1.20844
SACS2	PIGXX	1.31205
AEDAE	MAGGR	1.26150
CAMC5	AEDAE	1.25856
DANRE	TUPBE	0.47847
PYRHO	GLOVI	1.29410
XENTR	POPTR	1.28787
METJA	DICDI	1.27325
COCLU	HELRO	1.13664
METKA	PHYPA	1.14760
ECOLI	CIOIN	1.33716
TOXGO	USTMA	1.13703
NITMS	HORSE	1.27647
SYNJA	RUTMC	1.05307
NANEQ	METS5	1.08788
CLOTE	SORBI	1.16063
MARM1	MONBE	1.18026
BOVIN	SCHMA	0.91123
PROMA	CRYPV	1.16213
VERDA	MAIZE	1.20718
TOXGO	HETAN	1.03548
HAEI1	CAPTE	1.10261
SYNJA	MICMU	1.13736
NANEQ	OSTLU	1.24455
AGRFC	CHLP6	1.18489
TRIEI	NOMLE	1.24092
DICDI	APIME	1.15787
PICTO	DICPU	1.30331
SCHCO	OCHPR	1.06803
METLZ	CIOIN	1.34316
DROME	SCHPO	1.11347
POSPM	GADMO	1.16054
GADMO	SORBI	1.13775
MOUSE	VERDA	1.11960
METLZ	XENTR	1.29293
CHOHO	MICMU	0.16097
NITEU	PANTR	1.15894
PYRHO	EMIHU	1.25697
EHRCJ	SORBI	1.03250
CLOTE	OCHPR	1.19232
SCHMA	VITVI	1.03142
MACEU	PTEVA	0.23238
TRIV2	LOALO	1.27511
METFK	CRYPV	1.21956
ANOGA	MYCMG	1.33944
METLZ	CHLT9	1.32455
ARCFU	DROME	1.32537
GUITH	HELRO	1.09576
NOSA0	KLULA	1.15294
ECOLI	NEMVE	1.26573
SACS2	LEIMA	1.31855
BOMMO	STRPU	0.90621
SYNAS	PTEVA	1.16649
PANTR	BRADI	1.12193
METJA	SCHPO	1.22719
GASAC	LOALO	0.93263
METCA	APIME	1.19173
NITSB	MANES	1.08950
SULMD	SULNB	1.12907
CANLF	SCHPO	1.01668
PYRHO	ZYMMO	1.36165
ZYMMO	RHIOR	1.16636
RABIT	DEBHA	1.11342
CONWI	SORC5	1.15004
METJA	THEEB	1.24425
NITOC	ORYLA	1.13939
SPIPN	CIOSA	0.97778
ATETH	HELRO	1.19908
SARHA	MONBE	0.99102
DECAR	SCHMA	1.18083
IGNH4	LOXAF	1.21643
DECAR	BOMMO	1.20647
CENSY	PHACH	1.22235
NATPD	PHACH	1.25459
GUITH	MACEU	1.02913
CLAM3	FELCA	1.27016
PIGXX	VITVI	1.10032
ZYMMO	PHACH	1.22163
CLAM3	NOSP7	1.18795
CAEEL	TURTR	0.95710
CRYPV	PUCGT	1.07805
LODEL	SOYBN	1.16652
NOSA0	MOUSE	1.19928
THEPD	PUCGT	1.23327
RATNO	XENTR	0.73592
CIOSA	LODEL	1.08515
SACS2	MOUSE	1.31148
NEIG1	NOMLE	1.17129
USTMA	CHLRE	1.10418
PROMA	BRARP	0.97278
RUTMC	MAIZE	1.02564
SORC5	PSEP1	1.16349
MICMU	RATNO	0.16864
SARHA	SORAR	0.26096
ECOLI	GIAIC	1.27614
SULMD	PHYIT	1.14644
MEDTR	MYCMG	1.15123
NANEQ	LOALO	1.20792
BRARP	DESVV	1.12984
CIOSA	ORYSJ	1.21721
MYOLU	TUBMM	1.05387
GIAIC	ACYPI	1.24915
NATPD	YEAST	1.28378
PRIPA	PTEVA	0.95538
ASHGO	SETIT	1.15590
PTEVA	ICTTR	0.14515
EHRCJ	CHLP6	1.14099
MACEU	OCHPR	0.26111
CALMQ	RHIOR	1.29664
GEOSL	CHLRE	1.21493
BORPD	GEOSL	1.06209
CLOTE	COCLU	1.23966
ECHTE	PIGXX	0.17673
HALVD	METKA	1.01465
NITGG	ANOGA	1.27262
PSEP1	DICDI	1.24397
AGRFC	TETNG	1.20474
PTEVA	RATNO	0.17032
CROS5	MUSPF	1.24108
SORC5	PLAF7	1.33818
POPTR	SOLLC	0.46646
GLOVI	CULQU	1.25289
METBU	PYRHO	0.98966
HORSE	PROCA	0.14510
PELSI	TUBMM	1.06812
ACAM1	METS5	1.31770
LEPOC	PONAB	0.43214
DASNO	IXOSC	0.81510
CHICK	TRIAD	0.87356
SCLS1	PRUPE	1.21487
CIOSA	DANRE	0.76547
ORYLA	PICST	1.14191
CLAM3	PHYIT	1.20458
OSTLU	EMIHU	0.95421
BRARP	DEBHA	1.22780
TRICA	GIBZA	1.35221
APIME	ENCCU	1.10624
DROME	MANES	1.14281
GLOVI	TOXGO	1.13876
COPCI	MACEU	1.11821
CALMQ	ZYMMO	1.39073
EHRCJ	METFK	1.09662
GASAC	PONAB	0.47007
CLAM3	NITEU	1.12923
THEEB	PUCGT	1.14331
ACAM1	GEOSL	1.11512
OTOGA	SCLS1	1.09310
TETNG	CRYPA	1.15723
COPPD	TOXGO	1.10400
SYNP6	PHYPA	0.91213
NITSB	PELSI	1.24962
DESVV	PANTR	1.20935
AGRFC	CHLT9	1.18484
MUSPF	MAIZE	1.08451
KORCO	OSTLU	1.24962
TURTR	ORYSJ	1.08738
DECAR	TURTR	1.16813
COPCI	SOLLC	1.30175
NOSA0	SCHPO	1.15759
AMPQE	PRUPE	1.14010
ACYPI	ANOCA	0.84227
LACBI	KLULA	0.94907
BRARP	LEPOC	1.14124
AERHH	DANRE	1.26426
TARSY	ARATH	1.07660
NATPD	PIGXX	1.28110
NANEQ	SPIPN	1.24029
CAVPO	ICTTR	0.16906
CONWI	CAPTE	1.27542
METBU	NEIG1	1.22062
OCHPR	SCHPO	1.03463
MARMM	MONDO	1.19943
LOTGI	SELML	1.09724
EMIHU	OTOGA	1.04927
CRYPV	ICTTR	1.04869
KORCO	PHYPA	1.20188
NEMVE	TAEGU	0.79098
PHACH	CYAME	0.99381
SACS2	RATNO	1.31218
KORCO	TARSY	1.27645
NANEQ	AMPQE	1.25815
METBF	PELSI	1.26823
YEAST	SOYBN	1.17142
AZOPC	PLAF7	1.17483
NANEQ	MYCMG	1.38505
CHICK	PELSI	0.20889
OCHPR	POPTR	1.08448
CHLT9	CRYPV	1.24989
PRIPA	LODEL	1.10848
CALMQ	EHRCJ	1.38486
DICDI	ASPFU	1.22984
ANOGA	MACEU	0.84683
AERPE	LEPMJ	1.24982
PSEP1	CIOSA	1.30661
USTMA	ACYPI	1.14488
HELRO	ORNAN	0.83172
METBU	LEPMJ	1.21253
POSPM	TRICA	1.29422
ATETH	PANTR	1.16572
THEKO	FELCA	1.25333
PIGXX	CYAME	0.98045
ERIEU	MONDO	0.26358
SYNP6	POPTR	0.99227
BRARP	DIPOR	1.07426
TRIV2	MANES	1.06437
NOSP7	MOUSE	1.32491
DASNO	ASHGO	1.06582
CHLP6	POSPM	1.19227
NITGG	NEUCR	1.24649
PRIPA	SCLS1	1.14604
EHRCJ	PHYIT	1.10365
PYRHO	AERHH	1.31126
SETIT	SORBI	0.19768
SYNP6	NOSCE	1.35578
NANEQ	VITVI	1.21659
IGNH4	APIME	1.24718
METTH	NITOC	1.20908
ICTTR	SORBI	1.22205
FELCA	BRADI	1.13706
RUTMC	SCHPO	1.11202
NITSB	CANLF	1.20328
SULMD	LATCH	1.20336
BRAFL	CANAW	1.13791
ENCCU	PHYIT	1.13392
IXOSC	SORBI	1.14787
MACMU	PONAB	0.05309
LOALO	NOSCE	1.10037
HORSE	TARSY	0.12097
CONWI	TAKRU	1.28684
ARCFU	COXBR	1.28210
GEOSL	FELCA	1.18871
CRYPV	SCHPO	1.07606
BDEBA	LACBI	1.19728
NEIG1	CLOTE	1.18045
RUTMC	XENTR	1.14409
MARHT	GUITH	1.08797
DICDI	GADMO	1.12228
RUTMC	CHOHO	1.08810
NEIG1	ACAM1	1.08728
AMPQE	CYAME	1.02040
TRYB2	SELML	1.19812
ARATH	SCHPO	1.08204
CRYNJ	HELRO	1.04526
DESVV	TUPBE	1.17854
DIPOR	BRADI	1.11363
DICDI	ICTTR	1.20586
CAEEL	MONDO	0.99987
SORC5	ORYSJ	1.21618
NITGG	CIOSA	1.25979
ATETH	HAEI1	1.09625
CAUVC	SORC5	1.09761
TREME	CYAME	1.01520
NITMS	RABIT	1.28568
ACYPI	YARLI	1.17943
SPIPN	POPTR	1.04140
AERHH	SORAR	1.15199
PYRNV	NITOC	1.25623
AERPE	PENCH	1.30565
PHACH	AEDAE	1.18020
NASVI	SETIT	1.26049
MYOLU	MEDTR	1.17335
CONWI	LACBI	1.26516
COPCI	SPIPN	0.93027
DICPU	LEPOC	1.17705
USTMA	XENTR	1.09381
METTH	PRUPE	1.17962
SULMD	GLOVI	1.16035
SYNJA	ANOCA	1.20669
BRAFL	MACEU	0.75292
DIPOR	GASAC	0.46654
HAEI1	SORAR	1.17233
BRAFL	LODEL	1.13173
CAVPO	PRUPE	1.19425
CHLP6	AILME	1.18097
BORPD	DIPOR	1.18428
CROS5	DIPOR	1.20417
MUSPF	TRICA	0.84118
CHOHO	MOUSE	0.18236
KORCO	MAGGR	1.25666
MONBE	ARATH	1.07100
IXOSC	MACMU	0.79542
RABIT	NECHA	1.18131
AZOPC	ORYLA	1.17585
PONAB	KLULA	1.10447
BOVIN	MONDO	0.26610
BOMMO	SARHA	0.85230
EMIHU	PHYPA	0.96126
HALVD	RABIT	1.26776
NEIG1	PSEP1	0.82777
PICTO	BORPD	1.41856
CHLT9	TRICA	1.19801
NITMS	ICTTR	1.28275
DESAS	ORYSJ	1.08325
PROMA	MOUSE	1.20288
DICPU	ENCCU	1.15914
CRYNJ	OSTLU	1.06565
CALJA	TUPBE	0.13321
METFK	AMPQE	1.08916
TRIEI	TRIAD	1.30622
THEEB	COPCI	1.10055
AERPE	ECOLI	1.28616
CAMC5	NECHA	1.19233
DICDI	LOTGI	1.17187
TOXGO	NEUCR	1.15638
CHLT9	PRIPA	1.20255
DIPOR	YARLI	1.06672
NOSP7	SOLLC	1.13266
ORYSJ	PRUPE	0.59494
NOMLE	ORYSJ	1.14686
SYNJA	NASVI	1.25940
METFK	TETNG	1.18708
NANEQ	AGRFC	1.39573
THEAC	MAGGR	1.35916
ARCFU	RUTMC	1.23940
SYNJA	ECOLI	1.09557
KORCO	CROS5	1.30137
PUCGT	MANES	1.09342
SORC5	CYAME	1.10121
COPCI	TAEGU	1.14361
NITMS	LEPMJ	1.28973
AGRFC	NEIG1	1.01649
METTH	CAPTE	1.24357
THEEB	MACEU	1.13490
ZYMMO	MAIZE	1.11253
TAKRU	VERDA	1.13525
CHOHO	RHIOR	0.91119
CANLF	NOSCE	1.12364
USTMA	IXOSC	1.08259
ICTTR	SELML	1.16710
TURTR	TUBMM	1.04485
OSTLU	VITVI	0.87500
CALJA	CAVPO	0.16443
USTMA	CIOIN	1.07393
PYRNV	RUTMC	1.37536
PYRNV	COCLU	1.23883
SCHCO	NOMLE	1.10099
AILME	ORYSJ	1.15239
DICNV	MONBE	1.18511
TETNG	DEBHA	1.17202
CHLRE	OTOGA	1.07764
NITSB	AERHH	1.17305
SYNP6	SCHCO	1.13807
MARM1	PHYBL	1.18430
METFK	LODEL	1.14702
THEEB	APIME	1.17391
AEDAE	BRADI	1.27802
HALVD	DASNO	1.27088
DEIPM	OTOGA	1.19305
GLOVI	COCLU	1.22009
PTEVA	TUBMM	1.05033
APIME	PHYBL	1.05986
SORAR	PHYIT	1.04667
CRYNJ	GADMO	1.04335
LODEL	SORBI	1.21267
CLAM3	METFK	1.15061
SCHMA	ENCCU	1.03553
NEIG1	BRADI	1.11043
MONBE	GIBZA	1.08690
SYNJA	AEDAE	1.24409
USTMA	TETNG	1.07898
CLAM3	METS5	1.41704
CHICK	NOMLE	0.30877
TRYB2	MACMU	1.15735
PYRNV	THEKO	1.01517
GEOSL	PLAF7	1.25397
MYOLU	KLULA	1.08759
BOVIN	TURTR	0.08840
TARSY	TRICA	0.83556
GIBZA	SORBI	1.30216
METBU	SULMD	1.29767
LEIMA	OCHPR	1.15302
CALMQ	LOALO	1.31222
GIBZA	ARATH	1.27775
CAMC5	NOMLE	1.25691
LOXAF	PELSI	0.31995
CHLRE	LOTGI	1.05051
NOSA0	CHICK	1.19177
ERIEU	VITVI	1.04283
ANOCA	YEAST	1.08629
METJA	MACEU	1.24524
SULNB	KLULA	1.19012
MICAN	PONAB	1.20730
ERIEU	LEPOC	0.42929
SYNP6	DESAS	1.04905
LOXAF	MAGGR	1.11936
VERDA	PHYPA	1.10884
ATETH	PELSI	1.17789
ARCFU	AEDAE	1.35326
DESVV	CRYPA	1.21860
FELCA	SCHMA	0.90978
RHIOR	DEBHA	0.87180
MYOLU	LODEL	1.08088
MICAN	ECOLI	1.14958
MANES	POPTR	0.30414
NEMVE	TAKRU	0.82220
BRARP	CULQU	1.19668
CRYNJ	FELCA	1.04740
COPCI	MANES	1.25101
AERPE	TARSY	1.22207
DICNV	KLULA	1.18194
GASAC	ASHGO	1.07713
APIME	ORNAN	0.82341
ATETH	CRYNJ	1.12949
BORPD	CROS5	1.16985
ERIEU	GADMO	0.45842
NITOC	HUMAN	1.13087
PIGXX	SETIT	1.16622
AERHH	ARATH	1.19599
ARCFU	TRIV2	1.20080
CAPO3	NOMLE	0.95420
DECAR	LEPOC	1.19658
METBU	RHIOR	1.19607
GEOSL	NOMLE	1.20762
AGRFC	YARLI	1.20712
CIOIN	PRUPE	1.27153
ERIEU	MACMU	0.16575
PICTO	ECOLI	1.42642
PICTO	PHYBL	1.32905
DICNV	CAPTE	1.15719
AERPE	ZYMMO	1.37480
DICPU	BOVIN	1.16034
NEIG1	SARHA	1.16504
PYRHO	POPTR	1.20570
MARHT	MAIZE	1.07735
LODEL	MANES	1.15406
AEDAE	CIOIN	0.89923
SYNJA	SELML	0.94114
CRYPV	CRYPA	1.09319
CALMQ	ECOLI	1.41004
BRAFL	TARSY	0.75849
TRIEI	PANTR	1.26907
IXOSC	MYCMG	1.25458
GORGO	TAEGU	0.30512
GIAIC	MONBE	1.16883
SCHMA	MEDTR	1.02780
CAPTE	PROCA	0.79578
SACS2	THEKO	1.07608
ANOCA	SCHPO	1.06443
MARM1	RHIOR	1.16958
DICDI	MICMU	1.10515
CRYNJ	POPTR	1.16643
LACBI	TRICA	1.19073
CENSY	OTOGA	1.27669
XENTR	SCHPO	1.06742
TRYB2	PRIPA	1.15868
CLOTE	TUBMM	1.23349
OSTLU	LEPOC	1.05433
LEPMJ	TRYB2	1.18502
CAMC5	PSEP1	1.19618
RUTMC	LACBI	1.09248
AILME	GASAC	0.47010
SYNP6	MUSPF	1.16203
GLOVI	LATCH	1.21950
GLOVI	TAKRU	1.20815
ZYMMO	SORAR	1.19559
SYNJA	PELSI	1.19284
TRIV2	HETAN	1.19129
SULMD	ICTTR	1.17861
CONWI	CHLT9	1.16173
DANRE	TRIAD	0.97857
HALVD	METBF	1.06346
SCHCO	MAGGR	0.92738
AMPQE	MEDTR	1.12256
LACBI	CALJA	1.02412
BOMMO	HORSE	0.84986
NITOC	TAEGU	1.13796
METJA	PONAB	1.25941
CAPTE	DEBHA	1.15229
CENSY	YEAST	1.24824
AERHH	PLAF7	1.21404
PYRNV	RABIT	1.24645
LEPMJ	GIBZA	0.71457
ORNAN	LODEL	1.08058
METFK	DIPOR	1.16515
NITOC	COPCI	1.10466
AERPE	RUTMC	1.41099
CONWI	LEIMA	1.22630
THEPD	LOTGI	1.33713
CLAM3	CAPO3	1.19456
DESVV	CHOHO	1.19013
CAEEL	RABIT	1.00603
METFK	MOUSE	1.17321
IGNH4	CRYPV	1.23586
METBF	TAKRU	1.27695
METFK	ANOCA	1.21159
MICAN	YEAST	1.13033
CAUVC	MYOLU	1.19297
NANEQ	NOSCE	1.26913
HELRO	TETNG	0.81765
THEAC	GORGO	1.33300
CRYPA	PRUPE	1.26778
CALMQ	GIBZA	1.38997
BRARP	PROCA	1.05852
LEPMJ	PHYBL	0.86923
CRYPA	SCHPO	0.90888
COPPD	RABIT	1.15786
DROME	PTEVA	0.87244
CAPO3	PENCH	1.06439
OSTLU	ASPFU	1.09283
NAEGR	DAPPU	1.12678
HETAN	PEDHC	1.16734
NITGG	NITSB	1.24820
BDEBA	TOXGO	1.09576
FELCA	OCHPR	0.15808
ERIEU	PHYIT	1.02830
MYOLU	PHYBL	0.98260
HELRO	SCHMA	0.91649
CRYNJ	LOXAF	1.04652
CHLT9	GADMO	1.19122
CANLF	CHICK	0.30462
GEOSL	LEPOC	1.20231
SARHA	TRIAD	0.89592
GLOVI	SYNJA	0.65645
BATDE	ASPFU	0.90726
SULNB	MACMU	1.22254
COPPD	PIGXX	1.16996
TARSY	PRUPE	1.10412
BDEBA	DAPPU	1.19672
ENCCU	ASPFU	1.04195
BRARP	MYCMG	1.10789
NITEU	CAPTE	1.14051
CROS5	METCA	1.05848
DASNO	KLULA	1.09211
CRYNJ	KLULA	0.96235
DECAR	COPPD	1.17409
MARM1	MACMU	1.22380
LACBI	TAEGU	1.06702
LOXAF	MACEU	0.23219
CAEEL	PRIPA	0.94601
